date,region,category,value
2016-04-05,East,Office Supplies,696.252
2016-04-05,East,Technology,56.838
2016-04-05,South,Office Supplies,157.794
2016-04-05,West,Furniture,892.224
2016-04-05,West,Office Supplies,23.84
2016-04-05,West,Technology,239.94
2016-04-06,Central,Office Supplies,66.56400000000001
2016-04-06,Central,Technology,25.488
2016-04-06,South,Office Supplies,47.952
2016-04-07,Central,Office Supplies,463.248
2016-04-07,Central,Technology,383.952
2016-04-07,East,Office Supplies,60.236000000000004
2016-04-09,East,Office Supplies,388.08
2016-04-09,West,Furniture,369.912
2016-04-10,West,Office Supplies,12.832
2016-04-10,East,Office Supplies,156.70999999999998
2016-04-11,East,Office Supplies,406.6
2016-04-11,East,Technology,107.13
2016-04-11,South,Furniture,121.888
2016-04-11,West,Office Supplies,52.76
2016-04-11,West,Technology,639.968
2016-04-13,Central,Furniture,821.3520000000001
2016-04-13,Central,Office Supplies,17.43
2016-04-13,Central,Technology,239.976
2016-04-13,West,Furniture,990.08
2016-04-13,West,Office Supplies,185.38400000000001
2016-04-13,West,Technology,938.4560000000001
2016-04-14,West,Office Supplies,35.208
2016-04-16,South,Technology,569.64
2016-04-16,South,Furniture,1720.12
2016-04-16,East,Technology,118.782
2016-04-16,South,Office Supplies,9.14
2016-04-16,East,Furniture,127.764
2016-04-16,Central,Technology,1483.528
2016-04-16,East,Office Supplies,132.998
2016-04-17,East,Office Supplies,73.006
2016-04-17,East,Technology,99.6
2016-04-17,West,Office Supplies,1465.17
2016-04-17,West,Technology,1107.33
2016-04-18,West,Office Supplies,1124.57
2016-04-18,South,Technology,106.5
2016-04-18,East,Office Supplies,21.93
2016-04-18,Central,Office Supplies,216.964
2016-04-18,Central,Furniture,152.83599999999998
2016-04-18,Central,Technology,384.16
2016-04-19,Central,Office Supplies,329.96
2016-04-20,Central,Office Supplies,298.416
2016-04-20,South,Furniture,595.38
2016-04-20,South,Office Supplies,12.96
2016-04-20,South,Technology,287.97
2016-04-21,South,Office Supplies,21.3
2016-04-21,South,Furniture,401.84000000000003
2016-04-21,South,Technology,469.95
2016-04-22,West,Office Supplies,64.14
2016-04-22,West,Technology,88.776
2016-04-24,East,Office Supplies,25.99
2016-04-25,East,Office Supplies,206.43
2016-04-25,West,Office Supplies,35.284
2016-04-25,Central,Furniture,128.058
2016-04-25,Central,Office Supplies,551.174
2016-04-26,Central,Furniture,408.422
2016-04-26,South,Furniture,1120.4915
2016-04-26,South,Office Supplies,75.408
2016-04-26,West,Furniture,63.936
2016-04-26,West,Office Supplies,109.872
2016-04-26,West,Technology,311.976
2016-04-27,East,Technology,1379.92
2016-04-27,West,Office Supplies,49.400000000000006
2016-04-27,East,Furniture,1267.53
2016-04-27,East,Office Supplies,22.74
2016-04-28,Central,Office Supplies,4044.3619999999996
2016-04-29,East,Office Supplies,7.968
2016-04-30,Central,Furniture,213.115
2016-04-30,East,Furniture,65.18
2016-04-30,East,Office Supplies,6.48
2016-04-30,East,Technology,1232.47
2016-04-30,West,Office Supplies,34.65
2016-04-30,West,Technology,19.8
2016-05-01,West,Technology,88.752
2016-05-01,West,Office Supplies,84.55600000000001
2016-05-01,South,Office Supplies,214.08
2016-05-01,South,Furniture,63.552
2016-05-02,Central,Office Supplies,8.856
2016-05-02,Central,Technology,158.376
2016-05-03,East,Furniture,844.116
2016-05-03,East,Office Supplies,186.51999999999998
2016-05-03,East,Technology,27.552
2016-05-03,West,Furniture,665.88
2016-05-03,West,Office Supplies,134.732
2016-05-03,West,Technology,339.96
2016-05-04,East,Furniture,26.8
2016-05-04,Central,Technology,946.344
2016-05-04,Central,Furniture,22.288
2016-05-04,Central,Office Supplies,125.93
2016-05-07,Central,Furniture,244.006
2016-05-07,Central,Office Supplies,15.936
2016-05-07,South,Office Supplies,45.68
2016-05-08,East,Technology,2799.944
2016-05-08,West,Office Supplies,5.248
2016-05-08,East,Office Supplies,415.31
2016-05-08,Central,Furniture,123.96
2016-05-08,Central,Technology,377.97
2016-05-08,Central,Office Supplies,43.98
2016-05-08,East,Furniture,215.55599999999998
2016-05-09,South,Office Supplies,48.81
2016-05-10,Central,Office Supplies,107.75399999999999
2016-05-10,West,Technology,46.688
2016-05-11,West,Furniture,191.968
2016-05-12,Central,Furniture,21.968
2016-05-12,Central,Office Supplies,127.904
2016-05-12,Central,Technology,619.152
2016-05-12,East,Office Supplies,36.63
2016-05-12,West,Office Supplies,53.112
2016-05-12,West,Technology,201.584
2016-05-13,Central,Office Supplies,16.0
2016-05-13,Central,Technology,222.384
2016-05-14,West,Furniture,1452.7875
2016-05-14,West,Office Supplies,1117.92
2016-05-14,East,Office Supplies,570.492
2016-05-15,East,Office Supplies,51.968
2016-05-15,South,Office Supplies,17.94
2016-05-16,South,Technology,255.968
2016-05-17,Central,Office Supplies,47.368
2016-05-18,West,Office Supplies,10.86
2016-05-20,South,Furniture,163.136
2016-05-20,South,Office Supplies,6.408
2016-05-21,Central,Office Supplies,20.768
2016-05-21,East,Office Supplies,24.588
2016-05-21,West,Office Supplies,26.976
2016-05-22,West,Office Supplies,113.05000000000001
2016-05-22,West,Technology,3749.0480000000002
2016-05-23,East,Office Supplies,51.45
2016-05-23,South,Office Supplies,186.69
2016-05-23,Central,Furniture,75.33
2016-05-23,Central,Office Supplies,850.5
2016-05-23,West,Office Supplies,140.986
2016-05-24,Central,Office Supplies,7.656
2016-05-24,Central,Furniture,602.651
2016-05-25,Central,Office Supplies,203.93599999999998
2016-05-25,Central,Technology,207.984
2016-05-25,South,Technology,467.04
2016-05-25,West,Furniture,14.73
2016-05-25,West,Office Supplies,845.728
2016-05-26,West,Furniture,20.24
2016-05-26,South,Office Supplies,184.224
2016-05-26,South,Technology,167.944
2016-05-26,Central,Furniture,210.616
2016-05-26,Central,Technology,399.54
2016-05-28,East,Office Supplies,741.526
2016-05-28,East,Technology,45.99
2016-05-28,West,Office Supplies,6.63
2016-05-29,West,Office Supplies,740.73
2016-05-29,Central,Office Supplies,12.39
2016-05-29,East,Furniture,358.626
2016-05-29,East,Office Supplies,8.04
2016-05-30,South,Technology,151.96
2016-05-30,East,Technology,368.82
2016-05-30,East,Office Supplies,160.32
2016-05-31,Central,Furniture,2619.4
2016-05-31,Central,Office Supplies,182.956
2016-05-31,East,Furniture,30.479999999999997
2016-05-31,East,Office Supplies,344.54
2016-05-31,South,Office Supplies,10.272
2016-05-31,West,Furniture,1406.86
2016-05-31,West,Office Supplies,583.63
2016-06-01,West,Office Supplies,11.76
2016-06-01,Central,Technology,341.88
2016-06-01,Central,Office Supplies,480.55800000000005
2016-06-04,East,Furniture,35.28
2016-06-04,East,Office Supplies,30.44
2016-06-04,West,Office Supplies,16.64
2016-06-04,West,Technology,1109.95
2016-06-05,Central,Office Supplies,10.56
2016-06-05,East,Furniture,1522.638
2016-06-07,West,Office Supplies,7.52
2016-06-07,East,Office Supplies,52.248000000000005
2016-06-08,Central,Technology,2.376
2016-06-08,Central,Office Supplies,143.128
2016-06-09,Central,Office Supplies,12.96
2016-06-09,South,Office Supplies,215.82
2016-06-09,South,Technology,72.6
2016-06-09,West,Furniture,355.36
2016-06-09,West,Technology,140.376
2016-06-11,South,Furniture,1201.7520000000002
2016-06-11,South,Office Supplies,1868.528
2016-06-11,South,Technology,303.284
2016-06-12,South,Technology,55.984
2016-06-12,East,Office Supplies,50.635999999999996
2016-06-12,Central,Office Supplies,24.56
2016-06-12,East,Furniture,43.296
2016-06-13,South,Technology,899.97
2016-06-13,East,Office Supplies,41.524
2016-06-13,East,Technology,67.98
2016-06-13,South,Office Supplies,82.8
2016-06-13,West,Office Supplies,36.624
2016-06-14,East,Furniture,51.072
2016-06-15,South,Technology,11.672
2016-06-15,West,Furniture,404.96000000000004
2016-06-15,West,Office Supplies,91.93599999999999
2016-06-15,West,Technology,225.576
2016-06-16,Central,Furniture,197.372
2016-06-16,Central,Office Supplies,55.968
2016-06-16,East,Office Supplies,3056.5840000000003
2016-06-16,East,Technology,133.98
2016-06-18,West,Office Supplies,77.624
2016-06-18,West,Furniture,75.36
2016-06-18,South,Furniture,703.976
2016-06-18,South,Office Supplies,558.157
2016-06-18,South,Technology,467.97
2016-06-19,West,Furniture,12.56
2016-06-19,Central,Office Supplies,234.712
2016-06-19,East,Office Supplies,5.904
2016-06-19,West,Office Supplies,193.17
2016-06-20,West,Furniture,257.64
2016-06-20,East,Technology,319.984
2016-06-20,West,Technology,251.92000000000002
2016-06-21,South,Technology,107.976
2016-06-22,Central,Furniture,796.425
2016-06-22,East,Office Supplies,1217.568
2016-06-22,West,Office Supplies,4.96
2016-06-23,South,Furniture,27.42
2016-06-23,South,Office Supplies,165.98
2016-06-23,South,Technology,75.0
2016-06-23,West,Office Supplies,5.43
2016-06-23,West,Technology,563.128
2016-06-25,West,Office Supplies,413.942
2016-06-25,West,Furniture,204.85
2016-06-25,Central,Furniture,75.384
2016-06-25,Central,Office Supplies,53.544
2016-06-25,East,Office Supplies,109.36
2016-06-26,South,Office Supplies,202.42000000000002
2016-06-26,Central,Technology,1013.78
2016-06-26,East,Office Supplies,43.056
2016-06-26,South,Furniture,332.94
2016-06-28,West,Office Supplies,5.904
2016-06-28,West,Furniture,621.76
2016-06-28,East,Furniture,482.94
2016-06-28,East,Office Supplies,15.552
2016-06-29,Central,Technology,269.98
2016-06-29,East,Furniture,137.986
2016-06-29,East,Office Supplies,24.96
2016-07-02,South,Office Supplies,39.788
2016-07-02,South,Technology,74.24
2016-07-02,South,Furniture,159.84
2016-07-02,Central,Office Supplies,548.056
2016-07-02,Central,Furniture,790.538
2016-07-02,East,Office Supplies,19.44
2016-07-03,East,Furniture,451.352
2016-07-03,East,Office Supplies,6.72
2016-07-03,South,Furniture,70.98
2016-07-03,South,Office Supplies,294.93
2016-07-04,East,Office Supplies,15.48
2016-07-04,Central,Technology,1099.96
2016-07-04,West,Office Supplies,22.848
2016-07-05,South,Office Supplies,19.014000000000003
2016-07-05,South,Furniture,9.856
2016-07-05,East,Technology,34.8
2016-07-05,East,Office Supplies,38.976
2016-07-05,Central,Office Supplies,19.0
2016-07-06,East,Furniture,471.74
2016-07-06,East,Office Supplies,612.77
2016-07-06,East,Technology,124.95
2016-07-06,West,Furniture,170.352
2016-07-08,Central,Office Supplies,21.12
2016-07-09,South,Office Supplies,5.16
2016-07-09,East,Technology,734.952
2016-07-09,East,Furniture,181.96
2016-07-09,Central,Office Supplies,48.632
2016-07-09,East,Office Supplies,616.41
2016-07-10,West,Office Supplies,43.286
2016-07-11,West,Office Supplies,128.322
2016-07-11,East,Furniture,856.4680000000001
2016-07-11,East,Office Supplies,241.162
2016-07-11,East,Technology,716.0
2016-07-12,Central,Office Supplies,8.84
2016-07-12,Central,Technology,1652.3600000000001
2016-07-12,Central,Furniture,391.367
2016-07-13,Central,Office Supplies,41.568
2016-07-13,East,Furniture,1931.04
2016-07-13,East,Office Supplies,21.768
2016-07-13,South,Office Supplies,38.88
2016-07-14,West,Furniture,569.684
2016-07-14,West,Office Supplies,291.23199999999997
2016-07-16,West,Furniture,2048.8559999999998
2016-07-16,East,Technology,599.9
2016-07-16,East,Office Supplies,229.65
2016-07-16,East,Furniture,150.98
2016-07-17,Central,Office Supplies,20.696
2016-07-17,South,Furniture,231.92
2016-07-17,West,Furniture,195.466
2016-07-18,East,Office Supplies,5.76
2016-07-18,West,Technology,519.96
2016-07-19,West,Office Supplies,2.025
2016-07-20,Central,Office Supplies,410.01
2016-07-20,Central,Technology,984.7840000000001
2016-07-20,Central,Furniture,1298.374
2016-07-23,East,Office Supplies,79.452
2016-07-23,East,Furniture,128.82
2016-07-24,South,Furniture,20.94
2016-07-24,South,Office Supplies,225.15
2016-07-24,South,Technology,279.86
2016-07-25,East,Office Supplies,25.176
2016-07-25,South,Furniture,358.58
2016-07-25,South,Office Supplies,98.46
2016-07-25,West,Furniture,1266.4679999999998
2016-07-25,West,Office Supplies,22.380000000000003
2016-07-25,West,Technology,623.96
2016-07-26,West,Office Supplies,299.34000000000003
2016-07-26,West,Furniture,659.517
2016-07-27,South,Technology,29.97
2016-07-30,Central,Furniture,155.88
2016-07-30,Central,Office Supplies,61.792
2016-07-30,West,Furniture,5.28
2016-07-30,West,Office Supplies,10.92
2016-07-30,West,Technology,209.93
2016-07-31,South,Technology,239.7
2016-07-31,East,Technology,2309.65
2016-07-31,Central,Office Supplies,52.59
2016-07-31,East,Furniture,1090.782
2016-07-31,East,Office Supplies,19.44
2016-08-01,West,Furniture,1004.976
2016-08-01,West,Office Supplies,6.72
2016-08-02,East,Furniture,110.98
2016-08-02,East,Office Supplies,8.4
2016-08-02,East,Technology,328.83
2016-08-02,West,Furniture,277.5
2016-08-02,West,Office Supplies,6.368
2016-08-02,West,Technology,558.4
2016-08-05,Central,Furniture,14.76
2016-08-05,Central,Office Supplies,57.89
2016-08-06,Central,Furniture,369.1992
2016-08-06,Central,Office Supplies,125.67
2016-08-07,West,Office Supplies,22.456
2016-08-07,South,Office Supplies,25.06
2016-08-07,South,Technology,494.97
2016-08-07,Central,Office Supplies,28.4
2016-08-07,Central,Furniture,212.94
2016-08-07,East,Office Supplies,184.38
2016-08-08,East,Office Supplies,601.44
2016-08-08,West,Furniture,144.784
2016-08-08,West,Office Supplies,13.888
2016-08-09,East,Technology,1535.73
2016-08-09,East,Furniture,446.02599999999995
2016-08-09,South,Office Supplies,4.608
2016-08-09,Central,Furniture,1309.85
2016-08-09,Central,Office Supplies,24.18
2016-08-09,East,Office Supplies,1557.998
2016-08-10,Central,Office Supplies,139.69
2016-08-10,West,Office Supplies,133.472
2016-08-10,West,Technology,578.312
2016-08-11,East,Office Supplies,11.96
2016-08-11,East,Technology,138.0
2016-08-11,South,Furniture,46.152
2016-08-13,West,Furniture,31.56
2016-08-13,West,Office Supplies,50.8
2016-08-13,South,Office Supplies,70.32000000000001
2016-08-13,Central,Office Supplies,11.36
2016-08-13,East,Office Supplies,422.856
2016-08-15,West,Furniture,104.23
2016-08-15,West,Office Supplies,393.36
2016-08-16,East,Furniture,555.822
2016-08-16,East,Office Supplies,71.81400000000001
2016-08-16,East,Technology,550.9680000000001
2016-08-16,West,Office Supplies,320.368
2016-08-16,West,Technology,1879.96
2016-08-17,West,Technology,282.88
2016-08-17,East,Office Supplies,52.2
2016-08-17,West,Office Supplies,46.559999999999995
2016-08-21,East,Furniture,624.442
2016-08-21,East,Office Supplies,828.544
2016-08-21,East,Technology,21.728
2016-08-21,South,Office Supplies,53.28
2016-08-21,West,Furniture,1130.406
2016-08-21,West,Office Supplies,169.12
2016-08-22,East,Office Supplies,66.632
2016-08-23,South,Technology,251.91
2016-08-23,South,Office Supplies,890.5200000000001
2016-08-23,Central,Office Supplies,59.848
2016-08-24,Central,Furniture,918.785
2016-08-24,Central,Office Supplies,1726.236
2016-08-24,East,Furniture,299.274
2016-08-24,East,Office Supplies,442.416
2016-08-24,East,Technology,52.982
2016-08-24,South,Technology,3747.9300000000003
2016-08-24,West,Office Supplies,7.152
2016-08-25,Central,Furniture,27.983999999999998
2016-08-25,Central,Office Supplies,3.798
2016-08-25,West,Furniture,40.784
2016-08-25,West,Office Supplies,105.96
2016-08-27,West,Office Supplies,639.9739999999999
2016-08-28,West,Office Supplies,1662.53
2016-08-28,West,Furniture,311.826
2016-08-28,West,Technology,43.176
2016-08-28,Central,Technology,3899.92
2016-08-28,Central,Furniture,103.481
2016-08-28,East,Office Supplies,470.36
2016-08-29,Central,Technology,246.5
2016-08-31,Central,Office Supplies,20.96
2016-08-31,West,Furniture,1552.831
2016-08-31,West,Office Supplies,195.56
2016-08-31,West,Technology,832.446
2016-09-01,West,Technology,959.984
2016-09-01,West,Office Supplies,19.12
2016-09-01,East,Furniture,185.1
2016-09-01,East,Office Supplies,1203.36
2016-09-03,Central,Office Supplies,7.5
2016-09-03,East,Office Supplies,1013.046
2016-09-03,East,Technology,100.49
2016-09-03,South,Office Supplies,200.984
2016-09-03,West,Furniture,367.72
2016-09-03,West,Office Supplies,37.808
2016-09-03,West,Technology,147.35
2016-09-04,West,Office Supplies,9.762
2016-09-04,South,Technology,619.95
2016-09-04,South,Office Supplies,299.53999999999996
2016-09-04,East,Office Supplies,7.656
2016-09-04,Central,Technology,134.376
2016-09-05,Central,Furniture,6.16
2016-09-05,Central,Office Supplies,126.7
2016-09-05,South,Furniture,67.96
2016-09-05,West,Furniture,704.531
2016-09-05,West,Office Supplies,28.752
2016-09-06,East,Furniture,271.764
2016-09-06,East,Office Supplies,8.39
2016-09-06,East,Technology,337.98
2016-09-06,South,Office Supplies,57.304
2016-09-06,West,Furniture,191.82
2016-09-06,West,Office Supplies,6.096
2016-09-06,West,Technology,46.32
2016-09-07,West,Office Supplies,671.93
2016-09-07,East,Technology,1441.894
2016-09-07,South,Office Supplies,140.736
2016-09-07,East,Furniture,508.59
2016-09-07,East,Office Supplies,112.001
2016-09-07,Central,Furniture,47.516
2016-09-08,South,Furniture,21.36
2016-09-08,West,Office Supplies,68.28
2016-09-10,West,Furniture,106.68
2016-09-10,East,Office Supplies,346.85999999999996
2016-09-10,West,Office Supplies,405.4
2016-09-10,Central,Office Supplies,14.94
2016-09-10,Central,Furniture,179.886
2016-09-10,East,Furniture,361.96
2016-09-11,East,Furniture,219.6
2016-09-11,East,Office Supplies,1242.05
2016-09-11,East,Technology,19.99
2016-09-11,West,Furniture,24.64
2016-09-11,West,Office Supplies,455.85
2016-09-12,East,Office Supplies,205.86
2016-09-12,East,Technology,479.984
2016-09-12,West,Technology,21.98
2016-09-13,South,Office Supplies,83.022
2016-09-13,South,Furniture,129.93
2016-09-13,East,Office Supplies,2.412
2016-09-13,Central,Office Supplies,7.824
2016-09-13,Central,Furniture,1686.272
2016-09-13,Central,Technology,199.96
2016-09-14,Central,Office Supplies,25.9
2016-09-14,East,Office Supplies,1004.1600000000001
2016-09-14,East,Technology,879.984
2016-09-14,South,Office Supplies,269.49
2016-09-14,West,Furniture,1082.886
2016-09-15,Central,Office Supplies,215.18
2016-09-15,East,Furniture,46.384
2016-09-15,East,Office Supplies,243.59199999999998
2016-09-15,South,Furniture,1930.5
2016-09-15,South,Office Supplies,40.224000000000004
2016-09-15,South,Technology,59.97
2016-09-16,South,Office Supplies,31.12
2016-09-17,South,Technology,87.168
2016-09-17,West,Office Supplies,57.432
2016-09-17,East,Technology,937.67
2016-09-17,East,Office Supplies,429.974
2016-09-17,East,Furniture,9984.238
2016-09-17,Central,Office Supplies,6.588
2016-09-17,Central,Furniture,21.936
2016-09-18,East,Office Supplies,743.9000000000001
2016-09-18,East,Technology,1759.92
2016-09-18,South,Technology,717.12
2016-09-18,West,Furniture,24.4
2016-09-18,West,Office Supplies,678.98
2016-09-19,West,Office Supplies,31.36
2016-09-19,West,Furniture,60.84
2016-09-19,East,Technology,279.86
2016-09-19,South,Furniture,61.96
2016-09-19,South,Technology,66.36
2016-09-20,West,Office Supplies,45.584
2016-09-20,Central,Office Supplies,2.808
2016-09-20,East,Office Supplies,123.52799999999999
2016-09-20,South,Office Supplies,1664.1319999999998
2016-09-21,South,Technology,743.6800000000001
2016-09-21,East,Furniture,628.24
2016-09-21,West,Office Supplies,207.64000000000001
2016-09-21,West,Furniture,601.536
2016-09-21,South,Office Supplies,1198.24
2016-09-21,Central,Office Supplies,25.99
2016-09-21,East,Technology,589.9
2016-09-21,Central,Technology,1097.544
2016-09-21,Central,Furniture,199.248
2016-09-21,South,Furniture,1690.04
2016-09-22,East,Office Supplies,55.6
2016-09-22,East,Technology,617.976
2016-09-22,South,Furniture,47.98
2016-09-22,South,Office Supplies,795.9079999999999
2016-09-22,West,Furniture,204.6
2016-09-22,West,Office Supplies,61.44
2016-09-24,West,Technology,58.31999999999999
2016-09-24,West,Furniture,14.91
2016-09-24,South,Furniture,517.5
2016-09-24,West,Office Supplies,1240.072
2016-09-24,Central,Technology,821.94
2016-09-24,Central,Office Supplies,15.24
2016-09-24,Central,Furniture,1408.1
2016-09-24,East,Office Supplies,104.532
2016-09-25,West,Technology,159.98
2016-09-25,West,Office Supplies,30.08
2016-09-25,South,Office Supplies,22.549
2016-09-25,West,Furniture,1351.766
2016-09-25,East,Office Supplies,169.20600000000002
2016-09-25,East,Furniture,102.582
2016-09-25,Central,Office Supplies,128.744
2016-09-25,East,Technology,1068.85
2016-09-26,West,Technology,503.76
2016-09-26,Central,Office Supplies,2.08
2016-09-26,Central,Technology,1114.4
2016-09-26,East,Office Supplies,234.6
2016-09-26,East,Technology,725.824
2016-09-26,West,Office Supplies,1141.609
2016-09-27,South,Office Supplies,154.9
2016-09-27,South,Technology,1871.88
2016-09-27,Central,Furniture,24.288
2016-09-27,Central,Office Supplies,57.4
2016-09-27,West,Office Supplies,274.49
2016-09-28,West,Technology,36.784
2016-09-28,West,Office Supplies,420.08
2016-09-28,East,Technology,307.98
2016-09-28,East,Office Supplies,293.52
2016-10-01,Central,Office Supplies,2.992
2016-10-01,Central,Technology,108.768
2016-10-01,East,Office Supplies,22.45
2016-10-01,East,Technology,311.98
2016-10-01,West,Office Supplies,139.424
2016-10-01,West,Technology,572.8
2016-10-02,West,Technology,557.0
2016-10-02,West,Office Supplies,404.164
2016-10-02,West,Furniture,11.032
2016-10-02,South,Office Supplies,7.38
2016-10-02,East,Technology,90.0
2016-10-02,East,Office Supplies,199.69
2016-10-03,East,Furniture,35.49
2016-10-03,East,Office Supplies,47.078
2016-10-03,East,Technology,71.98400000000001
2016-10-03,West,Furniture,120.666
2016-10-04,West,Office Supplies,26.96
2016-10-04,South,Furniture,392.94
2016-10-04,East,Office Supplies,20.736
2016-10-04,East,Furniture,64.944
2016-10-05,East,Office Supplies,77.55
2016-10-05,East,Technology,341.04
2016-10-05,South,Office Supplies,75.04
2016-10-05,West,Furniture,357.462
2016-10-08,Central,Furniture,72.78
2016-10-08,Central,Office Supplies,3.44
2016-10-08,West,Furniture,145.9
2016-10-09,South,Office Supplies,81.30199999999999
2016-10-09,East,Technology,631.96
2016-10-09,East,Office Supplies,23.92
2016-10-09,Central,Furniture,389.97
2016-10-09,Central,Office Supplies,357.273
2016-10-09,Central,Technology,649.11
2016-10-10,West,Office Supplies,45.36
2016-10-10,Central,Office Supplies,8.016
2016-10-10,South,Office Supplies,1801.632
2016-10-11,South,Office Supplies,22.368
2016-10-11,South,Furniture,957.5775
2016-10-11,East,Technology,31.95
2016-10-12,Central,Office Supplies,12.56
2016-10-12,Central,Technology,399.67999999999995
2016-10-12,East,Furniture,1735.158
2016-10-12,East,Office Supplies,71.74000000000001
2016-10-12,East,Technology,71.76
2016-10-12,West,Office Supplies,81.96
2016-10-12,West,Technology,17.9
2016-10-13,South,Technology,83.72
2016-10-13,South,Furniture,287.94
2016-10-15,Central,Furniture,2601.946
2016-10-15,Central,Office Supplies,13.768
2016-10-15,Central,Technology,603.8399999999999
2016-10-16,East,Technology,824.97
2016-10-17,West,Office Supplies,77.88
2016-10-18,West,Technology,249.584
2016-10-18,West,Furniture,10.11
2016-10-18,West,Office Supplies,17.94
2016-10-18,Central,Office Supplies,73.164
2016-10-18,Central,Technology,27.696
2016-10-19,Central,Office Supplies,40.0
2016-10-19,Central,Technology,149.95
2016-10-19,East,Office Supplies,34.44
2016-10-19,West,Office Supplies,1640.7
2016-10-19,West,Technology,270.0
2016-10-20,West,Technology,239.97
2016-10-20,East,Office Supplies,24.56
2016-10-20,West,Furniture,455.55600000000004
2016-10-22,Central,Office Supplies,5.176
2016-10-22,South,Office Supplies,9.952
2016-10-23,West,Office Supplies,26.952
2016-10-23,West,Furniture,1275.1039999999998
2016-10-23,South,Technology,67.768
2016-10-23,West,Technology,148.32
2016-10-23,Central,Technology,630.36
2016-10-23,Central,Office Supplies,103.104
2016-10-23,South,Office Supplies,10.688
2016-10-24,West,Furniture,454.272
2016-10-24,Central,Office Supplies,29.512
2016-10-24,Central,Furniture,347.361
2016-10-25,East,Furniture,291.1
2016-10-25,East,Technology,158.99
2016-10-25,West,Furniture,835.512
2016-10-25,West,Office Supplies,139.81
2016-10-26,West,Office Supplies,1221.029
2016-10-26,West,Technology,174.304
2016-10-28,South,Office Supplies,47.300000000000004
2016-10-28,South,Furniture,57.21
2016-10-29,West,Office Supplies,244.24
2016-10-30,Central,Technology,299.9
2016-10-30,East,Technology,1035.8
2016-10-30,South,Office Supplies,182.91
2016-10-30,West,Furniture,15.488
2016-10-30,West,Technology,587.946
2016-10-31,West,Technology,1295.84
2016-10-31,West,Furniture,748.969
2016-10-31,West,Office Supplies,1013.34
2016-10-31,Central,Office Supplies,70.12
2016-10-31,East,Office Supplies,82.74
2016-11-01,East,Furniture,792.428
2016-11-01,East,Office Supplies,16.688
2016-11-01,East,Technology,1987.15
2016-11-01,South,Furniture,301.96
2016-11-01,West,Office Supplies,7.88
2016-11-02,East,Furniture,2731.0860000000002
2016-11-02,West,Technology,447.93
2016-11-02,West,Office Supplies,129.44
2016-11-02,West,Furniture,1648.299
2016-11-02,Central,Technology,344.704
2016-11-02,Central,Office Supplies,29.372
2016-11-02,South,Office Supplies,197.72
2016-11-03,West,Furniture,42.6
2016-11-03,Central,Office Supplies,6.608
2016-11-03,East,Furniture,1448.82
2016-11-03,West,Technology,1302.818
2016-11-05,West,Office Supplies,161.152
2016-11-05,South,Office Supplies,387.136
2016-11-05,South,Furniture,207.0
2016-11-05,East,Office Supplies,59.762
2016-11-05,Central,Office Supplies,19.824
2016-11-06,West,Office Supplies,11.481
2016-11-07,Central,Furniture,64.96
2016-11-07,Central,Office Supplies,394.772
2016-11-07,Central,Technology,287.91
2016-11-07,East,Furniture,715.2
2016-11-07,East,Office Supplies,57.879999999999995
2016-11-07,South,Office Supplies,1361.6309999999999
2016-11-07,West,Furniture,190.72
2016-11-08,West,Technology,491.87
2016-11-08,West,Furniture,66.69
2016-11-08,South,Technology,226.2
2016-11-08,South,Office Supplies,414.613
2016-11-08,South,Furniture,191.25199999999998
2016-11-08,West,Office Supplies,194.66
2016-11-08,East,Office Supplies,149.012
2016-11-08,East,Furniture,4994.4839999999995
2016-11-08,Central,Technology,263.96
2016-11-08,Central,Office Supplies,10.476
2016-11-08,East,Technology,5193.780000000001
2016-11-09,Central,Furniture,1024.38
2016-11-09,Central,Office Supplies,71.52
2016-11-09,East,Office Supplies,286.082
2016-11-09,East,Technology,3235.83
2016-11-09,West,Office Supplies,2.48
2016-11-10,West,Technology,79.9
2016-11-10,East,Office Supplies,577.584
2016-11-10,Central,Office Supplies,2300.21
2016-11-10,Central,Furniture,29.22
2016-11-10,Central,Technology,549.99
2016-11-11,Central,Office Supplies,542.178
2016-11-12,West,Office Supplies,15.7
2016-11-12,Central,Office Supplies,304.22400000000005
2016-11-12,East,Office Supplies,15.56
2016-11-12,South,Furniture,670.0559999999999
2016-11-12,South,Office Supplies,21.66
2016-11-12,South,Technology,100.792
2016-11-13,South,Technology,111.96
2016-11-13,West,Technology,578.856
2016-11-13,West,Office Supplies,36.882
2016-11-13,West,Furniture,166.34
2016-11-13,East,Technology,467.95000000000005
2016-11-13,South,Office Supplies,321.36
2016-11-13,East,Furniture,299.97
2016-11-13,Central,Technology,50.97
2016-11-13,Central,Office Supplies,159.85
2016-11-13,Central,Furniture,631.4952
2016-11-13,East,Office Supplies,42.28
2016-11-14,West,Technology,251.144
2016-11-14,West,Office Supplies,8.72
2016-11-14,West,Furniture,1114.192
2016-11-14,South,Office Supplies,860.07
2016-11-14,East,Technology,145.484
2016-11-14,East,Office Supplies,56.96
2016-11-14,East,Furniture,76.14
2016-11-15,Central,Office Supplies,270.356
2016-11-15,East,Office Supplies,391.854
2016-11-15,South,Furniture,39.96
2016-11-16,West,Technology,304.776
2016-11-16,West,Office Supplies,18.9
2016-11-16,West,Furniture,696.42
2016-11-16,Central,Office Supplies,201.308
2016-11-16,Central,Technology,1239.9360000000001
